Barangay_key,RMSE_local_prophet,MAE_local_prophet,RMSE_local_arima,MAE_local_arima,RMSE_disagg_test,MAE_disagg_test,sMAPE_local_prophet_test,sMAPE_local_arima_test,sMAPE_disagg_test,sMAPE_best_local_test,delta_disagg_minus_local,best_local_model,Chosen,decision_reason,status,err_prophet,err_arima,run_id
binugao,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
bucana,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
buda,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
buhangin,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
bunawan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
cabantian,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
cadalian,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
calinan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
callawa,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
camansi,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
carmen,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
catalunan grande,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
catalunan pequeno,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
catigan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
cawayan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
centro,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
colosas,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
communal,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
crossing bayabas,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
dacudao,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
dalag,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
dalagdag,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
daliao,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
daliaon plantation,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
datu salumay,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
dominga,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
dumoy,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
eden,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
fatima,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
gatungan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
gov paciano bangoy,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
gov vicente duterte,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
gumalang,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
gumitan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
ilang,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
inayangan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
indangan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
kap tomas monteverde sr,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
kilate,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
lacson,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
lamanan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
lampianao,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
langub,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
lapu lapu,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
leon garcia sr,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
lizada,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
los amigos,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
lubogan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
lumiad,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
ma a,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
mabuhay,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
magsaysay,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
magtuod,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
mahayag,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
malabog,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
malagos,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
malamba,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
manambulan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
mandug,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
manuel guianga,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
mapula,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
marapangi,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
marilog,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
matina aplaya,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
matina biao,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
matina crossing,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
matina pangi,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
megkawayan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
mintal,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
mudiang,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
mulig,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
new carmen,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
new valencia,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
pampanga,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
panacan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
panalum,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
pandaitan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
pangyan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
paquibato,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
paradise embak,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
rafael castillo,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
riverside,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
salapawan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
salaysay,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
saloy,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
san antonio,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
san isidro,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
santo nino,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
sasa,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
sibulan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
sirawan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
sirib,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
suawan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
subasta,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
sumimao,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
tacunan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
tagakpan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
tagluno,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
tagurano,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
talandang,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
talomo,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
talomo river,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
tamayong,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
tambobong,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
tamugan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
tapak,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
tawan tawan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
tibuloy,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
tibungco,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
tigatto,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
toril,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
tugbok,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
tungakalan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
ubalde,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
ula,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
vicente hizon sr,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
waan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
wangan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
wilfredo aquino,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
wines,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,19956bd7-9ef5-449c-bcef-a498082c348c
