Barangay_key,RMSE_local_prophet,MAE_local_prophet,RMSE_local_arima,MAE_local_arima,RMSE_disagg_test,MAE_disagg_test,sMAPE_local_prophet_test,sMAPE_local_arima_test,sMAPE_disagg_test,sMAPE_best_local_test,delta_disagg_minus_local,best_local_model,Chosen,decision_reason,status,err_prophet,err_arima,run_id
catigan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
cawayan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
centro,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
colosas,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
communal,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
crossing bayabas,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
dacudao,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
dalag,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
dalagdag,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
daliao,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
daliaon plantation,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
datu salumay,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
dominga,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
dumoy,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
eden,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
fatima,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
gatungan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
gov paciano bangoy,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
gov vicente duterte,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
gumalang,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
gumitan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
ilang,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
inayangan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
indangan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
kap tomas monteverde sr,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
kilate,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
lacson,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
lamanan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
lampianao,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
langub,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
lapu lapu,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
leon garcia sr,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
lizada,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
los amigos,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
lubogan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
lumiad,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
ma a,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
mabuhay,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
magsaysay,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
magtuod,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
mahayag,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
malabog,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
malagos,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
malamba,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
manambulan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
mandug,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
manuel guianga,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
mapula,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
marapangi,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
marilog,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
matina aplaya,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
matina biao,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
matina crossing,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
matina pangi,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
megkawayan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
mintal,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
mudiang,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
mulig,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
new carmen,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
new valencia,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
pampanga,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
panacan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
panalum,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
pandaitan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
pangyan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
paquibato,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
paradise embak,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
rafael castillo,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
riverside,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
salapawan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
salaysay,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
saloy,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
san antonio,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
san isidro,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
santo nino,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
sasa,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
sibulan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
sirawan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
sirib,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
suawan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
subasta,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
sumimao,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
tacunan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
tagakpan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
tagluno,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
tagurano,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
talandang,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
talomo,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
talomo river,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
tamayong,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
tambobong,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
tamugan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
tapak,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
tawan tawan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
tibuloy,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
tibungco,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
tigatto,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
toril,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
tugbok,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
tungakalan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
ubalde,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
ula,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
vicente hizon sr,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
waan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
wangan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
wilfredo aquino,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
wines,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,eb73c652-651b-4f3f-b366-d5b503a9c503
