Barangay_key,RMSE_local_prophet,MAE_local_prophet,RMSE_local_arima,MAE_local_arima,RMSE_disagg_test,MAE_disagg_test,sMAPE_local_prophet_test,sMAPE_local_arima_test,sMAPE_disagg_test,sMAPE_best_local_test,delta_disagg_minus_local,best_local_model,Chosen,decision_reason,status,err_prophet,err_arima,run_id
barangay 3 a,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
barangay 30 c,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
barangay 31 d,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
barangay 32 d,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
barangay 33 d,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
barangay 34 d,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
barangay 35 d,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
barangay 36 d,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
barangay 37 d,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
barangay 38 d,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
barangay 39 d,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
barangay 4 a,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
barangay 40 d,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
barangay 5 a,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
barangay 6 a,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
barangay 7 a,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
barangay 8 a,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
barangay 9 a,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
bato,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
bayabas,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
biao escuela,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
biao guianga,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
biao joaquin,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
binugao,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
bucana,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
buda,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
buhangin,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
bunawan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
cabantian,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
cadalian,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
calinan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
callawa,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
camansi,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
carmen,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
catalunan grande,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
catalunan pequeno,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
catigan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
cawayan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
centro,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
colosas,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
communal,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
crossing bayabas,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
dacudao,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
dalag,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
dalagdag,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
daliao,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
daliaon plantation,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
datu salumay,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
dominga,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
dumoy,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
eden,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
fatima,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
gatungan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
gov paciano bangoy,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
gov vicente duterte,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
gumalang,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
gumitan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
ilang,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
inayangan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
indangan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
kap tomas monteverde sr,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
kilate,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
lacson,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
lamanan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
lampianao,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
langub,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
lapu lapu,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
leon garcia sr,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
lizada,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
los amigos,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
lubogan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
lumiad,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
ma a,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
mabuhay,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
magsaysay,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
magtuod,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
mahayag,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
malabog,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
malagos,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
malamba,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
manambulan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
mandug,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
manuel guianga,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
mapula,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
marapangi,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
marilog,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
matina aplaya,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
matina biao,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
matina crossing,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
matina pangi,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
megkawayan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
mintal,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
mudiang,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
mulig,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
new carmen,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
new valencia,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
pampanga,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
panacan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
panalum,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
pandaitan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
pangyan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
paquibato,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
paradise embak,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
rafael castillo,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
riverside,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
salapawan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
salaysay,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
saloy,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
san antonio,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
san isidro,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
santo nino,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
sasa,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
sibulan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
sirawan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
sirib,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
suawan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
subasta,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
sumimao,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
tacunan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
tagakpan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
tagluno,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
tagurano,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
talandang,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
talomo,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
talomo river,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
tamayong,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
tambobong,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
tamugan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
tapak,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
tawan tawan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
tibuloy,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
tibungco,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
tigatto,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
toril,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
tugbok,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
tungakalan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
ubalde,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
ula,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
vicente hizon sr,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
waan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
wangan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
wilfredo aquino,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
wines,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,21b2c126-b7ef-41d0-9399-8f12776cffcc
