Barangay_key,RMSE_local_prophet,MAE_local_prophet,RMSE_local_arima,MAE_local_arima,RMSE_disagg_test,MAE_disagg_test,sMAPE_local_prophet_test,sMAPE_local_arima_test,sMAPE_disagg_test,sMAPE_best_local_test,delta_disagg_minus_local,best_local_model,Chosen,decision_reason,status,err_prophet,err_arima,run_id
barangay 4 a,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
barangay 40 d,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
barangay 5 a,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
barangay 6 a,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
barangay 7 a,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
barangay 8 a,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
barangay 9 a,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
bato,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
bayabas,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
biao escuela,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
biao guianga,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
biao joaquin,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
binugao,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
bucana,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
buda,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
buhangin,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
bunawan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
cabantian,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
cadalian,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
calinan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
callawa,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
camansi,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
carmen,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
catalunan grande,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
catalunan pequeno,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
catigan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
cawayan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
centro,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
colosas,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
communal,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
crossing bayabas,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
dacudao,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
dalag,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
dalagdag,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
daliao,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
daliaon plantation,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
datu salumay,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
dominga,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
dumoy,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
eden,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
fatima,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
gatungan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
gov paciano bangoy,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
gov vicente duterte,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
gumalang,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
gumitan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
ilang,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
inayangan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
indangan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
kap tomas monteverde sr,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
kilate,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
lacson,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
lamanan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
lampianao,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
langub,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
lapu lapu,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
leon garcia sr,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
lizada,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
los amigos,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
lubogan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
lumiad,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
ma a,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
mabuhay,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
magsaysay,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
magtuod,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
mahayag,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
malabog,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
malagos,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
malamba,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
manambulan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
mandug,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
manuel guianga,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
mapula,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
marapangi,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
marilog,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
matina aplaya,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
matina biao,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
matina crossing,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
matina pangi,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
megkawayan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
mintal,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
mudiang,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
mulig,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
new carmen,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
new valencia,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
pampanga,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
panacan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
panalum,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
pandaitan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
pangyan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
paquibato,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
paradise embak,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
rafael castillo,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
riverside,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
salapawan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
salaysay,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
saloy,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
san antonio,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
san isidro,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
santo nino,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
sasa,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
sibulan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
sirawan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
sirib,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
suawan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
subasta,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
sumimao,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
tacunan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
tagakpan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
tagluno,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
tagurano,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
talandang,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
talomo,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
talomo river,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
tamayong,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
tambobong,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
tamugan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
tapak,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
tawan tawan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
tibuloy,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
tibungco,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
tigatto,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
toril,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
tugbok,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
tungakalan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
ubalde,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
ula,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
vicente hizon sr,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
waan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
wangan,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
wilfredo aquino,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
wines,,,,,,,,,,,,,disagg,local_models_disabled,disabled,,,91af16bc-bfd8-48b5-9bb1-22fd6fb13f86
